"book","day","english","korean","sentence1","translation1","sentence2","translation2","sentence3","translation3","sentence4","translation4"
"1","3","sour ","a. 신, 시큼한, (우유가) 상한 ","Milk turns sour very quickly in this hot weather./sour*_______________","우유는 이런 더운 날씨에서는 매우 빨리 상한다.","","","","","",""
"1","3","acid ","a. 신맛이 나는; 산성인 n. 산","In some parts of the world, forests have been destroyed by acid rain./acid*_______________","세계의 일부 지역에서는 숲이 산성비에 의해 파괴되었다","","","","","",""
"1","3","spice ","n. 양념, 향신료 v. 양념[향료]을 넣다 ","Herbs and spices are widely used in Thai cooking./spices*_______________s","허브와 향신료는 태국 요리에서 널리 사용된다.","","","","","",""
"1","3","season ","① v. 양념하다, 양념을 치다 ② n. 철, 계절; 시즌, 한창 때 ","Season the chicken with salt, pepper and garlic powder./Season*_______________","닭고기를 소금, 후추, 생강 가루로 양념을 하세요.","","","","","",""
"1","3","vinegar ","n. 식초 ","Mix together two cups of water and a cup of vinegar./vinegar*_______________","두 잔의 물과 한 잔의 식초를 함께 섞으십시오.","","","","","",""
"1","3","grease ","n. 기름 v. 기름[윤활유]을 바르다 ","The empty plates were covered with grease./grease*_______________","그 빈 접시들은 기름투성이였다.","","","","","",""
"1","3","rotten ","a. 썩은 ","The whole kitchen smelled of rotten fish./rotten*_______________","부엌 전체에 썩은 생선 냄새가 났다.","","","","","",""
"1","3","stale ","a. 신선하지 않은, 상한 ","Unfortunately, the leftover cake has gone stale./stale*_______________","유감스럽게도, 그 남은 케이크는 신선하지가 않다.","","","","","",""
"1","3","decay ","v. 썩다, 부패[부식]하다; 쇠하다, 쇠퇴하다 n. 부패, 부식; 쇠퇴, 쇠약 ","Sugar is a major cause of tooth decay./decay*_______________","설탕은 충치의 주요한 원인이다.","","","","","",""
"1","3","raw ","a. 날것의, 원료 그대로의 ","Eating raw fish has now become popular in many Western countries./raw*_______________","지금은 많은 서구의 나라에서 회를 먹는 것이 인기가 많아졌다.","","","","","",""
"1","3","edible ","a. 먹을 수 있는 ","Certain wild mushrooms are edible, but many are poisonous./edible*_______________","어떤 야생 버섯은 먹을 수 있으나 많은 것들이 독성이 있다.","","","","","",""
"1","3","nutrition ","n. 영양 (섭취)","Without proper nutrition, your body cannot function properly./nutrition*_______________","적절한 영양 섭취 없이는 몸이 제대로 기능을 할 수 없다.","","","","","",""
"1","3","nourish ","v. 영양분을 주다 ","The baby seemed fairly well nourished and healthy./nourished*_______________ed","그 아기는 상당히 영양 섭취 상태가 좋고 건강해 보였다.","","","","","",""
"1","3","intake ","n. 섭취(량) ","If you reduce your intake of salt, your blood pressure will decrease./intake*_______________","소금 섭취량을 줄이시면 혈압이 내려갈 것입니다.","","","","","",""
"1","3","metabolism ","n. 물질[신진]대사, 대사 ","Weight training can speed up your metabolism./metabolism*_______________","웨이트 트레이닝은 신진대사를 촉진시킬 수 있다.","","","","","",""
"1","3","malnutrition ","n. 영양실조(증) ","Many African children are suffering from severe malnutrition./malnutrition*_______________","많은 아프리카 아이들이 심각한 영양실조를 겪고 있다.","","","","","",""
"1","3","carbohydrate ","n. 탄수화물 ","Carbohydrates are one of your major sources of energy./Carbohydrates*_______________s","탄수화물은 주요 에너지 원천 중의 하나이다.","","","","","",""
"1","3","fat ","① n. 지방(질); 지방 조직, 비계 ② a. 뚱뚱한, 살찐","The typical Western diet contains a large amount of fat./fat*_______________","그 전형적인 서양 식사는 많은 양의 지방을 함유하고 있다.","","","","","",""
"1","3","protein ","n. 단백질 ","Dairy products are a good source of protein./protein*_______________","유제품은 훌륭한 단백질원이다.","","","","","",""
"1","3","fiber ","① n. (식품) 섬유소[질]; (인체 등의) 섬유질 ② n. (실·천·의류 등의) 섬유 ","Fresh vegetables supply various vitamins, minerals and fibers./fibers*_______________s","신선한 채소는 다양한 비타민과 미네랄, 섬유질을 공급한다.","","","","","",""
"1","3","sip ","v. 찔끔찔끔 마시다, 홀짝이다 n. (적은 양의) 한 모금","He used to sit at the table sipping his coffee./sipping*_______________ing","그는 커피를 홀짝이면서 테이블에 앉아 있곤 했다.","","","","","",""
"1","3","chew ","v. 씹다 n. 씹기 ","The meat was too tough to chew, much like chewing rubber./chew*_______________","그 고기는 마치 고무를 씹는 것처럼 씹기에 너무 질겼다.","","","","","",""
"1","3","swallow ","① v. 삼키다, 들이켜다 n. 삼키기, 한 모금[입] ② n. 제비","He was unable to swallow anything but a little water./swallow*_______________","그는 약간의 물 이외에는 어느 것도 삼킬 수가 없었다.","","","","","",""
"1","3","bite ","v. 물다, 깨물다, 물어뜯다 n. 물기; 한 입","She always bites her nails when she’s nervous./bites*_______________s","그녀는 초조할 때 항상 손톱을 문다.","","","","","",""
"1","3","suck ","v. 빨다, 빨아들이다 n. 빨기","The little boy is in the habit of sucking his thumb all the time./sucking*_______________ing","그 어린 소년은 항상 엄지손가락을 빠는 버릇이 있다.","","","","","",""
"1","3","lick ","v. 핥다 n. 핥기","When he walked in, his dog jumped up and licked his face./licked*_______________ed","그가 걸어 들어가자 그의 개는 뛰어올라 그의 얼굴을 핥았다.","","","","","",""
"1","3","feed ","v. 음식[먹이, 비료]를 주다, 먹이다 n. 먹이, 사료 v. (아기·동물이) 젖[먹이]를 먹다 v. (동물이) (~ on) ~을 먹이로 하다 ","We fed the kids first so that the adults could have a quiet dinner./fed*_______________","우리는 어른들이 조용한 저녁을 먹을 수 있게 아이들을 먼저 먹였다.","The animals feed at night and hide during the day./feed*_______________","그 동물들은 밤에 먹이를 먹고 낮에는 숨어 있다.","Animals such as cows and rabbits feed on grass./feed*_______________","젖소나 토끼 같은 동물들은 풀을 먹이로 한다.","",""
"1","3","nibble ","v. 조금씩 먹다 n. (조금 베어 문) 한 입","The monkey quietly nibbled his cookie./nibbled*_______________d","원숭이는 조용히 쿠키를 조금씩 뜯어먹었다.","","","","","",""
"1","4","devour ","v. 게걸스레 먹다","The kid devoured two large pizzas covered with cheese and pepperoni./devoured*_______________ed","그 아이는 치즈와 페퍼로니로 덮인 두 판의 큰 피자를 게걸스레 먹어 치웠다.","","","","","",""
"1","4","munch ","v. 아삭아삭[우적우적] 먹다 ","He was watching television in the living room, munching on an apple./munching*_______________ing","그는 거실에서 사과를 와삭와삭 씹어 먹으면서 텔레비전을 보고 있었다.","","","","","",""
"1","4","appetite ","n. 식욕","I completely lost my appetite and also began to feel tired for no reason./appetite*_______________","나는 완전히 식욕을 잃었고 또한 아무 이유 없이 피곤함을 느끼기 시작했다.","","","","","",""
"1","4","starve ","v. 굶주리다, 굶기다; 굶어 죽다, 굶겨 죽이다 ","You must be starving, so I brought you some food./starving*_______________ing","배고플 것 같아서 음식 좀 가지고 왔어요.","","","","","",""
"1","4","famine ","n. 기근 ","In the 1940s, the region suffered famines that cost three million lives./famines*_______________s","그 지역은 1940년대에 3백만 명이 희생된 기근을 겪었다.","","","","","",""
"1","4","fast ","① v. 단식[절식]하다 ② a. 빠른 ad. 빨리, 빠르게 ③ ad. 단단히, 굳게, 꽉 a. 단단히 고정된","During Ramadan, Muslims fast from sunrise to sunset./fast*_______________","라마단 기간 동안 이슬람교도들은 동틀 녘부터 해질 녘까지 단식을 한다.","","","","","",""
"1","4","digest ","v. 소화되다[하다]","I have always had trouble digesting meat and some other foods./digesting*_______________ing","나는 항상 고기나 일부 다른 음식을 소화시키는 데 어려움을 겪어왔다.","","","","","",""
"1","4","appetizer ","n. (식사 전의) 전채 ","Soup was served as an appetizer before the main dish./appetizer*_______________","주 요리 전에 수프가 전채로 제공되었다.","","","","","",""
"1","4","feast ","n. 축하연 ","The wedding feast lasted late into the night./feast*_______________","결혼 피로연은 밤늦게까지 계속되었다.","","","","","",""
"1","4","banquet ","n. (공식) 연회[만찬] ","The 2013 Awards Banquet was held at the Grand Hotel./Banquet*_______________","2013 시상식 연회가 그랜드 호텔에서 열렸다.","","","","","",""
"1","4","pottery ","n. 도자기; 도예 ","This bowl is a typical example of Roman pottery./pottery*_______________","이 그릇은 로마 도자기의 전형적인 예이다.","","","","","",""
"1","4","fix ","① v. 식사를 준비[마련]하다 ② v. 고정시키다; 정하다, 결정하다 ③ v. 수리하다, 바로잡다 ","You rest there on the sofa and I'll fix you some eggs and toast./fix*_______________","저기 소파에서 쉬세요, 계란과 토스트를 준비해 드릴게요.","","","","","",""
"1","4","ingredient ","n. (요리의) 재료, 구성 요소 ","She mixed all the ingredients together in a large bowl./ingredients*_______________s","그녀는 커다란 그릇에서 모든 재료를 함께 섞었다.","","","","","",""
"1","4","recipe ","n. 조리[요리]법 ","Will you please give me the recipe for the tomato soup?/recipe*_______________","그 토마토 수프의 조리법을 좀 알려주시겠어요?","","","","","",""
"1","4","cuisine ","n. 요리(법) ","Chinese cuisine is popular throughout the world./cuisine*_______________","중국 요리는 전 세계에 걸쳐 인기가 있다.","","","","","",""
"1","4","chef ","n. 주방장, 요리사 ","He now works as a chef in a Chinese restaurant./chef*_______________","그는 현재 한 중국 식당의 주방장으로 일하고 있다.","","","","","",""
"1","4","boil ","① v. (끓는 물에) 삶다 n. 삶기 ② v. 끓다, 끓이다 n. 비등(점)","I often eat boiled eggs and bread for breakfast./boiled*_______________ed","나는 자주 삶은 계란과 빵을 아침식사로 먹는다.","","","","","",""
